"","V1","V5","V2","V2.1","V1.1","V2.2","V3","V5.1","V4","V2.3","V1.2","V1.3","V1.4","V1.5","V1.6","V5.2","V5.3","V3.1","V5.4","V4.1","V5.5","V3.2","V4.2","V1.7","V5.6","V2.4","V2.5","V2.6","V2.7","V3.3","V1.8","V3.4","V1.9","V1.10","V2.8","V4.3","V4.4","V2.9","V4.5","V2.10","V2.11","V1.11","V4.6"
"1",1.11111111111111,1.51328374070138,2.35971223021583,1.17661691542289,2.875,3.65127020785219,2.875,9.85990338164251,3.45390070921986,4.54511075094544,5.18518518518519,2.46090534979424,8.70833333333333,12.328125,5.21212121212121,1.77117000646412,40.0674157303371,6.37425149700599,21.6066666666667,5.03236245954693,6.61520737327189,15.4421593830334,2.19823788546256,3.87586206896552,1.8954802259887,34.8333333333333,5.19957983193277,25.7478991596639,5.25179856115108,5.95663600525624,1.52895419187554,2.83852364475202,3.91190864600326,22.5965517241379,2.09297912713473,4.2784588441331,5.05670103092784,2.75024201355276,5.92817679558011,4.02850877192982,26,3.72757475083056,6.32754880694143
