"","V2","V4","V1","V4.1","V4.2","V4.3","V4.4","V4.5","V1.1","V1.2","V4.6","V3","V4.7","V5","V2.1","V4.8","V1.3","V4.9","V4.10","V3.1","V4.11","V1.4","V1.5","V5.1","V4.12","V1.6","V3.2","V1.7","V1.8","V4.13","V4.14","V1.9","V4.15","V4.16","V4.17","V2.2","V2.3","V4.18","V5.2","V4.19","V1.10","V2.4","V1.11"
"1",1.23832923832924,1.12694610778443,2.35593220338983,1.04145077720207,2.24943310657596,1.78189300411523,4.44117647058824,1.18285714285714,1.1417004048583,1.11978221415608,1.10204081632653,1.31351351351351,1.37931034482759,1.66233766233766,1.18705035971223,2.14563106796117,1.53448275862069,1.05031446540881,1.32743362831858,1.35229759299781,1.03827751196172,2.70138888888889,1.12191103789127,1.24463519313305,1.91351351351351,1.30434782608696,1.07692307692308,1.29347826086957,1.20172910662824,1.2495894909688,2.52620087336245,1.57350272232305,4.37857142857143,2.28346456692913,3.63448275862069,1.68436578171091,2.75829383886256,3.63732394366197,1.87889273356401,2.02666666666667,1.43421052631579,1.44711538461538,1.21315789473684
